A1-VERB-106,A1,,nehmen [sound:googletts-f9869d2e-9c846578-b42bc71a-8638bff8-13d88d37.mp3],take,,ich nehme&nbsp;<div>du nimmst&nbsp;</div><div>er/sie/es nimmt&nbsp;</div><div>wir nehmen&nbsp;</div><div>ihr nehmt&nbsp;</div><div>Sie nehmen</div>,ich nahm&nbsp;<div>du nahmst&nbsp;</div><div>er/sie/es nahm&nbsp;</div><div>wir nahmen&nbsp;</div><div>ihr nahmt&nbsp;</div><div>Sie nahmen</div>,ich werde nehmen&nbsp;<div>du wirst nehmen&nbsp;</div><div>er/sie/es wird nehmen&nbsp;</div><div>wir werden nehmen&nbsp;</div><div>ihr werdet nehmen&nbsp;</div><div>Sie werden nehmen</div>,ich habe genommen&nbsp;<div>du hast genommen&nbsp;</div><div>er/sie/es hat genommen&nbsp;</div><div>wir haben genommen&nbsp;</div><div>ihr habt genommen&nbsp;</div><div>Sie haben genommen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to take [sound:googletts-c58392a4-0b7ff95c-c8cf060a-b0518ee9-18c0f98d.mp3],"Today, there are chickens. Ill take that. [sound:googletts-6f5da763-5d89cf9d-0fde7eed-6f53a503-32ae5e7f.mp3]",Heute gibt es Hähnchen. Das nehme ich. [sound:googletts-06b08aa7-0298c434-e586e455-6fdda5f4-874a2071.mp3],
A1-VERB-107,A1,,rauchen [sound:googletts-4d39dc7e-25002257-a3c01c1a-ed7cc2d4-9f6155df.mp3],smoke,,ich rauche&nbsp;<div>du rauchst&nbsp;</div><div>er/sie/es raucht&nbsp;</div><div>wir rauchen&nbsp;</div><div>ihr raucht&nbsp;</div><div>Sie rauchen</div>,ich rauchte&nbsp;<div>du rauchtest&nbsp;</div><div>er/sie/es rauchte&nbsp;</div><div>wir rauchten&nbsp;</div><div>ihr rauchtet&nbsp;</div><div>Sie rauchten</div>,ich werde rauchen&nbsp;<div>du wirst rauchen&nbsp;</div><div>er/sie/es wird rauchen&nbsp;</div><div>wir werden rauchen&nbsp;</div><div>ihr werdet rauchen&nbsp;</div><div>Sie werden rauchen</div>,ich habe geraucht&nbsp;<div>du hast geraucht&nbsp;</div><div>er/sie/es hat geraucht&nbsp;</div><div>wir haben geraucht&nbsp;</div><div>ihr habt geraucht&nbsp;</div><div>Sie haben geraucht</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to smoke [sound:googletts-0a22f374-828394c2-40a96e9b-c33ddfc2-75b118a8.mp3],I do not smoke. [sound:googletts-fef998b3-e9da344a-06bd6211-886bf278-8b584151.mp3],Ich rauche nicht. [sound:googletts-dbc03871-0e5594d6-a9a3755f-b45205b5-69c5399f.mp3],
A1-VERB-108,A1,,reisen [sound:googletts-c4589833-ebbd4c7c-a58b6668-8c2e3bbf-25d183e8.mp3],travel,,ich reise&nbsp;<div>du reist&nbsp;</div><div>er/sie/es reist&nbsp;</div><div>wir reisen&nbsp;</div><div>ihr reist&nbsp;</div><div>Sie reisen</div>,ich reiste&nbsp;<div>du reistest&nbsp;</div><div>er/sie/es reiste&nbsp;</div><div>wir reisten&nbsp;</div><div>ihr reistet&nbsp;</div><div>Sie reisten</div>,ich werde reisen&nbsp;<div>du wirst reisen&nbsp;</div><div>er/sie/es wird reisen&nbsp;</div><div>wir werden reisen i</div><div>ihr werdet reisen&nbsp;</div><div>Sie werden reisen</div>,ich bingereist&nbsp;<div>du bistgereist&nbsp;</div><div>er/sie/es ist gereist&nbsp;</div><div>wir sindgereist&nbsp;</div><div>ihr seidgereist&nbsp;</div><div>Sie sindgereist</div>,sein [sound:googletts-1e0bb217-bfaa5681-6faf3aef-7d74ead6-bf046ba2.mp3],to travel [sound:googletts-101ac28f-775997b4-17478ea9-62369f39-a3d7d112.mp3],I like to travel. [sound:googletts-6fb3e4a6-601a9dc2-d6334d3d-ed19931e-6722715f.mp3],Ich reise gern. [sound:googletts-e05ae436-26368bf4-5a9243e0-8bdc48ea-ee3d7961.mp3],
A1-VERB-109,A1,,reparieren [sound:googletts-e2e54000-abf8838b-41a24bb0-0c48c096-ef856633.mp3],repair,,ich repariere&nbsp;<div>du reparierst&nbsp;</div><div>er/sie/es repariert&nbsp;</div><div>wir reparieren&nbsp;</div><div>ihr repariert&nbsp;</div><div>Sie reparieren</div>,ich reparierte&nbsp;<div>du repariertest&nbsp;</div><div>er/sie/es reparierte&nbsp;</div><div>wir reparierten&nbsp;</div><div>ihr repariertet&nbsp;</div><div>Sie reparierten</div>,ich werde reparieren&nbsp;<div>du wirst reparieren&nbsp;</div><div>er/sie/es wird reparieren&nbsp;</div><div>wir werden reparieren&nbsp;</div><div>ihr werdet reparieren&nbsp;</div><div>Sie werden reparieren</div>,ich habe repariert&nbsp;<div>du hast repariert&nbsp;</div><div>er/sie/es hat repariert&nbsp;</div><div>wir haben repariert&nbsp;</div><div>ihr habt repariert&nbsp;</div><div>Sie haben repariert</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to repair [sound:googletts-e15692bf-8aaf07bd-d5778a01-87f4db4a-433fad49.mp3],He has repaired the bike. [sound:googletts-3bc3a3ca-31a81288-99002f4d-746a556d-f481b590.mp3],Er hat das Fahrrad repariert. [sound:googletts-5a45bc6d-3fd3babb-d75c25e0-cb4e6c46-415c3b85.mp3],
A1-VERB-110,A1,,sagen [sound:googletts-c262586a-fa8ea954-dbdc3d8f-6905aa8b-09c9c55e.mp3],say,,ich sage&nbsp;<div>du sagst&nbsp;</div><div>er/sie/es sagt&nbsp;</div><div>wir sagen&nbsp;</div><div>ihr sagt&nbsp;</div><div>Sie sagen</div>,ich sagte&nbsp;<div>du sagtest&nbsp;</div><div>er/sie/es sagte&nbsp;</div><div>wir sagten&nbsp;</div><div>ihr sagtet&nbsp;</div><div>Sie sagten</div>,ich werde sagen&nbsp;<div>du wirst sagen&nbsp;</div><div>er/sie/es wird sagen&nbsp;</div><div>wir werden sagen&nbsp;</div><div>ihr werdet sagen&nbsp;</div><div>Sie werden sagen</div>,ich habe gesagt&nbsp;<div>du hast gesagt&nbsp;</div><div>er/sie/es hat gesagt&nbsp;</div><div>wir haben gesagt&nbsp;</div><div>ihr habt gesagt&nbsp;</div><div>Sie haben gesagt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to say [sound:googletts-eba3d5cb-38df036d-6e4a8714-f231cfb5-38fbd70a.mp3],"Tell me, how are you then? [sound:googletts-5e024aec-368ea1f0-97dcbb5c-736f6e2a-8e0daa7b.mp3]","Sag mal, wie geht es dir denn? [sound:googletts-e6857946-3a3bdc49-3a481757-3953197a-7c7637b7.mp3]",
A1-VERB-111,A1,,scheinen [sound:googletts-cae09694-d1370da8-4e3c5e78-ab77a1f5-b49d15ec.mp3],shine,,ich scheine&nbsp;<div>du scheinst&nbsp;</div><div>er/sie/es scheint&nbsp;</div><div>wir scheinen&nbsp;</div><div>ihr scheint&nbsp;</div><div>Sie scheinen</div>,ich schien&nbsp;<div>du schienst&nbsp;</div><div>er/sie/es schien&nbsp;</div><div>wir schienen&nbsp;</div><div>ihr schient&nbsp;</div><div>Sie schienen</div>,ich werde scheinen&nbsp;<div>du wirst scheinen&nbsp;</div><div>er/sie/es wird scheinen&nbsp;</div><div>wir werden scheinen&nbsp;</div><div>ihr werdet scheinen&nbsp;</div><div>Sie werden scheinen</div>,ich habe geschienen&nbsp;<div>du hast geschienen&nbsp;</div><div>er/sie/es hat geschienen&nbsp;</div><div>wir haben geschienen&nbsp;</div><div>ihr habt geschienen&nbsp;</div><div>Sie haben geschienen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to shine [sound:googletts-f3205e2b-b05ee3eb-dc67942d-d72476b6-a411afb4.mp3],The sun is shining. [sound:googletts-1a2e9fae-1f4e619c-f6b11aa8-fe62c64a-996be34a.mp3],Die Sonne scheint. [sound:googletts-c873bfb7-75b6499d-09a823ba-83ed2e42-419f8a3b.mp3],
A1-VERB-112,A1,,schicken [sound:googletts-6a4849b6-ca56959a-b895c96c-d2a4a994-d14d9e88.mp3],send,,ich schicke&nbsp;<div>du schickst&nbsp;</div><div>er/sie/es schickt&nbsp;</div><div>wir schicken&nbsp;</div><div>ihr schickt&nbsp;</div><div>Sie schicken</div>,ich schickte&nbsp;<div>du schicktest&nbsp;</div><div>er/sie/es schickte&nbsp;</div><div>wir schickten&nbsp;</div><div>ihr schicktet&nbsp;</div><div>Sie schickten</div>,ich werde schicken&nbsp;<div>du wirst schicken&nbsp;</div><div>er/sie/es wird schicken&nbsp;</div><div>wir werden schicken&nbsp;</div><div>ihr werdet schicken&nbsp;</div><div>Sie werden schicken</div>,ich habe geschickt&nbsp;<div>du hast geschickt&nbsp;</div><div>er/sie/es hat geschickt&nbsp;</div><div>wir haben geschickt&nbsp;</div><div>ihr habt geschickt&nbsp;</div><div>Sie haben geschickt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to send [sound:googletts-1bdc5cce-cfc1609a-8b320b28-a405e85c-632bd78a.mp3],Please send me an e-mail. [sound:googletts-e01fac0e-b26a8870-771f624b-f2fb7a04-084e4c57.mp3],Bitte schicken Sie mir eine E-Mail. [sound:googletts-29485aaa-1175aa59-2ee9c844-b63ce827-cb725a8d.mp3],
A1-VERB-113,A1,,schlafen [sound:googletts-b6c39ef7-640f9714-1146542a-9d079144-056e999d.mp3],sleep,,ich schlafe&nbsp;<div>du schläfst&nbsp;</div><div>er/sie/es schläft&nbsp;</div><div>wir schlafen&nbsp;</div><div>ihr schlaft&nbsp;</div><div>Sie schlafen</div>,ich schlief&nbsp;<div>du schliefst&nbsp;</div><div>er/sie/es schlief&nbsp;</div><div>wir schliefen&nbsp;</div><div>ihr schlieft&nbsp;</div><div>Sie schliefen</div>,ich werde schlafen&nbsp;<div>du wirst schlafen&nbsp;</div><div>er/sie/es wird schlafen&nbsp;</div><div>wir werden schlafen&nbsp;</div><div>ihr werdet schlafen&nbsp;</div><div>Sie werden schlafen</div>,ich habe geschlafen&nbsp;<div>du hast geschlafen&nbsp;</div><div>er/sie/es hat geschlafen&nbsp;</div><div>wir haben geschlafen&nbsp;</div><div>ihr habt geschlafen&nbsp;</div><div>Sie haben geschlafen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to sleep [sound:googletts-6d859e13-f05b8a77-2fa0b443-a889a3a3-37bef77e.mp3],I usually sleep eight hours. [sound:googletts-b44bf9d5-45e21ad6-74a79f17-e7f73759-4bc732a5.mp3],Ich schlafe meistens acht Stunden. [sound:googletts-f0e2cfbe-4c216d00-345a2a5e-0c417f1e-ad263af7.mp3],
A1-VERB-114,A1,,schließen [sound:googletts-3388141f-d9d95b98-64b192f3-4eeb2c27-2fbfe22e.mp3],close,,ich schließe&nbsp;<div>du schließt&nbsp;</div><div>er/sie/es schließt&nbsp;</div><div>wir schließen</div><div>ihr schließt&nbsp;</div><div>Sie schließen</div>,ich schloss&nbsp;<div>du schlossest&nbsp;</div><div>er/sie/es schloss&nbsp;</div><div>wir schlossen&nbsp;</div><div>ihr schlosst&nbsp;</div><div>Sie schlossen</div>,ich werde schließen&nbsp;<div>du wirst schließen&nbsp;</div><div>er/sie/es wird schließen&nbsp;</div><div>wir werden schließen&nbsp;</div><div>ihr werdet schließen&nbsp;</div><div>Sie werden schließen</div>,ich habe geschlossen&nbsp;<div>du hast geschlossen&nbsp;</div><div>er/sie/es hat geschlossen</div><div>&nbsp;wir haben geschlossen&nbsp;</div><div>ihr habt geschlossen&nbsp;</div><div>Sie haben geschlossen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to close [sound:googletts-430e4060-76ac2ccd-4813481e-7c0f8a17-0318786b.mp3],Please close the door. [sound:googletts-18e3a2cd-9f192140-422fbe33-58190f61-035b608a.mp3],"Bitte, schließen Sie die Tür. [sound:googletts-725b0391-3988b1c4-d2cb0b89-932f2ef5-d97b573f.mp3]",
A1-VERB-115,A1,,schmecken [sound:googletts-4b7cbe72-d16acfd9-8613209c-db13e500-b3292eba.mp3],taste,,ich schmecke&nbsp;<div>du schmeckst&nbsp;</div><div>er/sie/es schmeckt&nbsp;</div><div>wir schmecken&nbsp;</div><div>ihr schmeckt&nbsp;</div><div>Sie schmecken</div>,ich schmeckte&nbsp;<div>du schmecktest&nbsp;</div><div>er/sie/es schmeckte&nbsp;</div><div>wir schmeckten&nbsp;</div><div>ihr schmecktet&nbsp;</div><div>Sie schmeckten</div>,ich werde schmecken&nbsp;<div>du wirst schmecken&nbsp;</div><div>er/sie/es wird schmecken&nbsp;</div><div>wir werden schmecken&nbsp;</div><div>ihr werdet schmecken&nbsp;</div><div>Sie werden schmecken</div>,ich habe geschmeckt&nbsp;<div>du hast geschmeckt&nbsp;</div><div>er/sie/es hat geschmeckt&nbsp;</div><div>wir haben geschmeckt&nbsp;</div><div>ihr habt geschmeckt&nbsp;</div><div>Sie haben geschmeckt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to taste [sound:googletts-37c4f124-34045684-f01389ed-f469649f-4a8bd1b7.mp3],Tastes good? [sound:googletts-e662e925-932fbb7b-e400d898-fa5878de-4a6e4b32.mp3],Schmeckt das gut? [sound:googletts-4d0b7f7b-000aed4b-25a780e6-f5906c10-1ab14499.mp3],
A1-VERB-116,A1,,schreiben [sound:googletts-1917e46b-f0e2699f-a61dac07-8fbfc3d2-f630565a.mp3],write,,ich schreibe&nbsp;<div>du schreibst&nbsp;</div><div>er/sie/es schreibt&nbsp;</div><div>wir schreiben&nbsp;</div><div>ihr schreibt&nbsp;</div><div>Sie schreiben</div>,ich schrieb&nbsp;<div>du schriebst&nbsp;</div><div>er/sie/es schrieb&nbsp;</div><div>wir schrieben&nbsp;</div><div>ihr schriebt&nbsp;</div><div>Sie schrieben</div>,ich werde schreiben&nbsp;<div>du wirst schreiben&nbsp;</div><div>er/sie/es wird schreiben&nbsp;</div><div>wir werden schreiben&nbsp;</div><div>ihr werdet schreiben&nbsp;</div><div>Sie werden schreiben</div>,ich habe geschrieben&nbsp;<div>du hast geschrieben&nbsp;</div><div>er/sie/es hat geschrieben&nbsp;</div><div>wir haben geschrieben&nbsp;</div><div>ihr habt geschrieben&nbsp;</div><div>Sie haben geschrieben</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to write [sound:googletts-02763b57-d8780ade-cb70be72-9dd7358f-1ea98db2.mp3],He writes every day fifty emails. [sound:googletts-272e42b8-7e9a543e-1f8caca5-6a3f5c48-fe599514.mp3],Er schreibt jeden Tag fünfzig E-Mails. [sound:googletts-3b603599-863b34b1-336d266f-fa9dc90f-a17502d6.mp3],
A1-VERB-117,A1,,schwimmen [sound:googletts-51ad6112-50172a9f-153c8240-6cc40712-cb4ae467.mp3],swim,,ich schwimme&nbsp;<div>du schwimmst&nbsp;</div><div>er/sie/es schwimmt&nbsp;</div><div>wir schwimmen&nbsp;</div><div>ihr schwimmt&nbsp;</div><div>Sie schwimmen</div>,ich schwamm&nbsp;<div>du schwammst&nbsp;</div><div>er/sie/es schwamm&nbsp;</div><div>wir schwammen&nbsp;</div><div>ihr schwammt&nbsp;</div><div>Sie schwammen</div>,ich werde schwimmen&nbsp;<div>du wirst schwimmen&nbsp;</div><div>er/sie/es wirdschwimmen&nbsp;</div><div>wir werden schwimmen&nbsp;</div><div>ihr werdet schwimmen&nbsp;</div><div>Sie werden schwimmen</div>,ich bin geschwommen&nbsp;<div>du bist geschwommen&nbsp;</div><div>er/sie/es ist geschwommen&nbsp;</div><div>wir sind geschwommen&nbsp;</div><div>ihr seid geschwommen&nbsp;</div><div>Sie sind geschwommen</div>,sein [sound:googletts-1e0bb217-bfaa5681-6faf3aef-7d74ead6-bf046ba2.mp3],to swim [sound:googletts-08951ed2-e2ae48a7-52c7d6f6-1c895096-a1ee92be.mp3],I swim one kilometer every day. [sound:googletts-6f2106ec-784ab06d-a79868e3-ff8c4a06-033912f0.mp3],Ich schwimme jeden Tag einen Kilometer. [sound:googletts-6c0749f6-cf79c4dd-9214747d-5347b726-9488e020.mp3],
A1-VERB-118,A1,,sehen [sound:googletts-16e5933d-71340d76-aa9a91c8-fa2fa01e-83d18160.mp3],see,,ich sehe&nbsp;<div>du siehst&nbsp;</div><div>er/sie/es sieht&nbsp;</div><div>wir sehen&nbsp;</div><div>ihr seht&nbsp;</div><div>Sie sehen</div>,ich sah&nbsp;<div>du sahst&nbsp;</div><div>er/sie/es sah&nbsp;</div><div>wir sahen&nbsp;</div><div>ihr saht&nbsp;</div><div>Sie sahen</div>,ich werde sehen&nbsp;<div>du wirst sehen&nbsp;</div><div>er/sie/es wird sehen&nbsp;</div><div>wir werden sehen&nbsp;</div><div>ihr werdet sehen&nbsp;</div><div>Sie werden sehen</div>,ich habe gesehen&nbsp;<div>du hast gesehen&nbsp;</div><div>er/sie/es hat gesehen&nbsp;</div><div>wir haben gesehen&nbsp;</div><div>ihr habt gesehen&nbsp;</div><div>Sie haben gesehen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to see [sound:googletts-64df92eb-52586433-fb147d7f-106bdc94-fa667966.mp3],I can not see you. [sound:googletts-a0fdc744-62cfcc83-fd8abf75-1757be3f-00a39a45.mp3],Ich kann dich nicht sehen. [sound:googletts-0f906efb-dfcb5c91-f6cd8ebd-a28de04f-cc269dbd.mp3],
A1-VERB-119,A1,,sein [sound:googletts-1e0bb217-bfaa5681-6faf3aef-7d74ead6-bf046ba2.mp3],be,,ich bin&nbsp;<div>du bist&nbsp;</div><div>er/sie/es ist&nbsp;</div><div>wir sind&nbsp;</div><div>ihr seid&nbsp;</div><div>Sie sind</div>,ich war&nbsp;<div>du warst&nbsp;</div><div>er/sie/es war&nbsp;</div><div>wir waren&nbsp;</div><div>ihr wart&nbsp;</div><div>Sie waren</div>,ich werde sein&nbsp;<div>du wirst sein&nbsp;</div><div>er/sie/es wird sein&nbsp;</div><div>wir werden sein&nbsp;</div><div>ihr werdet sein&nbsp;</div><div>Sie werden sein</div>,ich bin gewesen&nbsp;<div>du bist gewesen&nbsp;</div><div>er/sie/es ist gewesen&nbsp;</div><div>wir sind gewesen&nbsp;</div><div>ihr seid gewesen&nbsp;</div><div>Sie sind gewesen</div>,sein,to be [sound:googletts-c8e3fdeb-5f801c91-3d42eb78-79f56290-2d8387bb.mp3],Mr. Miller is in his room. [sound:googletts-47bd5c00-bcf21ad4-01e00c55-0d5bc574-c2b7c70d.mp3],Herr Müller ist in seinem Zimmer. [sound:googletts-438f2314-05408a52-71b96a37-bfab87a5-f4062085.mp3],
A1-VERB-120,A1,,sitzen [sound:googletts-d9ff6f55-0448c40c-f7118f75-b0c6b10f-8950e1bd.mp3],sit,,ich sitze&nbsp;<div>du sitzt&nbsp;</div><div>er/sie/es sitzt&nbsp;</div><div>wir sitzen&nbsp;</div><div>ihr sitzt&nbsp;</div><div>Sie sitzen</div>,ich saß&nbsp;<div>du saßest&nbsp;</div><div>er/sie/es saß&nbsp;</div><div>wir saßen&nbsp;</div><div>ihr saßt&nbsp;</div><div>Sie saßen</div>,ich werde sitzen&nbsp;<div>du wirst sitzen&nbsp;</div><div>er/sie/es wirdsitzen&nbsp;</div><div>wir werden sitzen&nbsp;</div><div>ihr werdet sitzen&nbsp;</div><div>Sie werden sitzen</div>,ich habe gesessen&nbsp;<div>du hast gesessen&nbsp;</div><div>er/sie/es hat gesessen&nbsp;</div><div>wir haben gesessen&nbsp;</div><div>ihr habt gesessen&nbsp;</div><div>Sie haben gesessen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to sit [sound:googletts-1f781a29-ae4a600c-92defbbd-a0903812-e6caa6dc.mp3],Where do they sit? [sound:googletts-14953b8e-0fa76c41-175cbb77-8d629080-9db4dd4c.mp3],Wo sitzen Sie? [sound:googletts-bcc10e13-3454cd44-653c368c-db298cb4-fb0488ba.mp3],
A1-VERB-121,A1,,sollen [sound:googletts-cd6720b4-6dbd8d0e-126e35b3-9996af40-b773ad48.mp3],ought or supposed to,,ich soll&nbsp;<div>du sollst&nbsp;</div><div>er/sie/es soll&nbsp;</div><div>wir sollen&nbsp;</div><div>ihr sollt&nbsp;</div><div>Sie sollen</div>,ich sollte&nbsp;<div>du solltest&nbsp;</div><div>er/sie/es sollte&nbsp;</div><div>wir sollten&nbsp;</div><div>ihr solltet&nbsp;</div><div>Sie sollten</div>,ich werde sollen&nbsp;<div>du wirst sollen&nbsp;</div><div>er/sie/es wird sollen&nbsp;</div><div>wir werden sollen&nbsp;</div><div>ihr werdet sollen&nbsp;</div><div>Sie werden sollen</div>,ich habe gesollt&nbsp;<div>du hast gesollt&nbsp;</div><div>er/sie/es hat gesollt&nbsp;</div><div>wir haben gesollt&nbsp;</div><div>ihr habt gesollt&nbsp;</div><div>Sie haben gesollt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],ought to or supposed to&nbsp;[sound:googletts-977758b1-21696fe5-33b169dc-a1af7e3d-71a860bd.mp3],Shall I come? [sound:googletts-6d5b4169-aee02ee3-f5d1893f-01641719-edc5c5dc.mp3],Soll ich kommen? [sound:googletts-59367a30-185a7a13-f839de21-e599d7cd-90a1f81d.mp3],
A1-VERB-122,A1,,spielen [sound:googletts-31e721f5-17cf6f6f-1c710dd7-f7883616-cc3f473b.mp3],play,,ich spiele&nbsp;<div>du spielst&nbsp;</div><div>er/sie/es spielt&nbsp;</div><div>wir spielen&nbsp;</div><div>ihr spielt&nbsp;</div><div>Sie spielen</div>,ich spielte&nbsp;<div>du spieltest&nbsp;</div><div>er/sie/es spielte&nbsp;</div><div>wir spielten&nbsp;</div><div>ihr spieltet&nbsp;</div><div>Sie spielten</div>,ich werde spielen&nbsp;<div>du wirst spielen&nbsp;</div><div>er/sie/es wird spielen&nbsp;</div><div>wir werden spielen&nbsp;</div><div>ihr werdet spielen&nbsp;</div><div>Sie werden spielen</div>,ich habe gespielt&nbsp;<div>du hast gespielt&nbsp;</div><div>er/sie/es hat gespielt&nbsp;</div><div>wir haben gespielt&nbsp;</div><div>ihr habt gespielt&nbsp;</div><div>Sie haben gespielt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to play [sound:googletts-e5f89efc-607582db-182a6ffe-3b9074c5-09b67973.mp3],The children play outside. [sound:googletts-c6bda8e7-1e7506a9-2445fd80-eed893b2-27ef2e64.mp3],Die Kinder spielen draußen. [sound:googletts-d6ee0ff1-73e30aef-40f52ec3-896648c3-69074afb.mp3],
A1-VERB-123,A1,,sprechen [sound:googletts-901945dc-072ad050-6c50c10c-2b14b559-c8730740.mp3],speak,,ich spreche&nbsp;<div>du sprichst&nbsp;</div><div>er/sie/es spricht&nbsp;</div><div>wir sprechen&nbsp;</div><div>ihr sprecht&nbsp;</div><div>Sie sprechen</div>,ich sprach&nbsp;<div>du sprachst&nbsp;</div><div>er/sie/es sprach&nbsp;</div><div>wir sprachen</div><div>ihr spracht&nbsp;</div><div>Sie sprachen</div>,ich werde sprechen&nbsp;<div>du wirst sprechen&nbsp;</div><div>er/sie/es wird sprechen&nbsp;</div><div>wir werden sprechen&nbsp;</div><div>ihr werdet sprechen&nbsp;</div><div>Sie werden sprechen</div>,ich habe gesprochen&nbsp;<div>du hast gesprochen&nbsp;</div><div>er/sie/es hat gesprochen&nbsp;</div><div>wir haben gesprochen&nbsp;</div><div>ihr habt gesprochen&nbsp;</div><div>Sie haben gesprochen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to speak [sound:googletts-cdb96a69-ed774ac4-6761aec5-2b0a71b9-9aee4298.mp3],Can I speak to Mr. Klein? [sound:googletts-bc89f132-81480957-ee7d056f-20e7ade2-46c427bd.mp3],Kann ich (mit) Herrn Klein sprechen? [sound:googletts-de622a61-99206684-54cf4bbe-bf6db214-595d7898.mp3],
A1-VERB-124,A1,,stehen [sound:googletts-2b52bb60-0789fab3-9839968c-214eb47b-f57cc549.mp3],stand,,ich stehe&nbsp;<div>du stehst&nbsp;</div><div>er/sie/es steht&nbsp;</div><div>wir stehen&nbsp;</div><div>ihr steht&nbsp;</div><div>Sie stehen</div>,ich stand&nbsp;<div>du standst&nbsp;</div><div>er/sie/es stand&nbsp;</div><div>wir standen&nbsp;</div><div>ihr standet&nbsp;</div><div>Sie standen</div>,ich werde stehen&nbsp;<div>du wirst stehen&nbsp;</div><div>er/sie/es wirdstehen&nbsp;</div><div>wir werden stehen&nbsp;</div><div>ihr werdet stehen&nbsp;</div><div>Sie werden stehen</div>,ich bin gestanden&nbsp;<div>du bist gestanden&nbsp;</div><div>er/sie/es ist gestanden&nbsp;</div><div>wir sind gestanden&nbsp;</div><div>ihr seid gestanden&nbsp;</div><div>Sie sindgestanden</div>,haben / sein [sound:googletts-b5019b70-c8f36388-7c51ae9a-82e1b1a4-04cc39a8.mp3],to stand [sound:googletts-bd0d93cd-5823357c-7ed6e3b1-f255ec09-ac3b0ac9.mp3],"I do not believe it, but it's in the paper. [sound:googletts-7d6aa16c-1ffc39ad-3acd7a7b-67f7ff7a-59683cee.mp3]","Ich glaube es nicht, aber es steht in der Zeitung. [sound:googletts-ddc68857-e1eaca19-62276df8-862c4a31-82009bcf.mp3]",
